fullname,head,ogrn,class
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ОТКРЫТЫЙ ИНСТИТУТ ""РАЗВИВАЮЩЕЕ ОБРАЗОВАНИЕ""","АНО ДПО ОТКРЫТЫЙ ИНСТИТУТ ""РАЗВИВАЮЩЕЕ ОБРАЗОВАНИЕ""",1167700061682,5
"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СТАВРОПОЛЬСКИЙ КРАЕВОЙ СОЮЗ ВЕТЕРАНОВ БОЕВЫХ ДЕЙСТВИЙ В ""ГОРЯЧИХ ТОЧКАХ""",СКО СВБД,1032602093358,1
"ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ ИННОВАЦИЙ ""ПОЛИТЕХ""","ФПРИ ""ПОЛИТЕХ""",1177800003820,5
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ДОБРОЕ СЕРДЦЕ""","БФ ""ДОБРОЕ СЕРДЦЕ""",1141500000201,6
"МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ""ПРАВОСЛАВНЫЙ ПРИХОД ЦЕРКВИ В ЧЕСТЬ ВЛАДИМИРСКОЙ ИКОНЫ БОЖИЕЙ МАТЕРИ Г. КСТОВО НИЖЕГОРОДСКОЙ ОБЛАСТИ""",,1025200015158,3
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ЖЕНСКИЙ БАСКЕТБОЛЬНЫЙ КЛУБ ""УНИВЕРСИТЕТ - ЮГРА""","АНО ЖБК ""УНИВЕРСИТЕТ-ЮГРА""",1088600000477,2
"БЕЛГОРОДСКАЯ МЕСТНАЯ МОЛОДЕЖНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ КЛУБ ИСТОРИЧЕСКОЙ РЕКОНСТРУКЦИИ ""ДРУЖИНА""","К.И.Р. ""ДРУЖИНА""",1173100000193,7
"САНКТ-ПЕТЕРБУРГСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""КЛУБ ИНТЕРЕСОВ, ТВОРЧЕСТВА И ДОСУГА ГРАЖДАН ПОЖИЛОГО ВОЗРАСТА ""УЧАСТИЕ""","СПБОО ""КЛУБ ИНТЕРЕСОВ, ТВОРЧЕСТВА И ДОСУГА ГРАЖДАН ПОЖИЛОГО ВОЗРАСТА ""УЧАСТИЕ""",1147800000105,1
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ИСТОРИЧЕСКИЙ КУЛЬТУРНО-ПАТРИОТИЧЕСКИЙ ЦЕНТР ""РУССКОЕ ПОЛЕ""","АНО ""РУССКОЕ ПОЛЕ""",1177154020086,7
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ СОХРАНЕНИЮ МОРСКИХ МЛЕКОПИТАЮЩИХ ""СОВЕТ ПО МОРСКИМ МЛЕКОПИТАЮЩИМ""","РОО ""СОВЕТ ПО МОРСКИМ МЛЕКОПИТАЮЩИМ""",1027739660761,5
"МЕЖРЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ГУМАНИТАРНО-ТЕХНОЛОГИЧЕСКИЙ ФОНД ""ИДЕОЛОГИЯ""","МОГТ ФОНД ""ИДЕОЛОГИЯ""",1036400001263,5
"ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ ЧАСТНОЕ УЧРЕЖДЕНИЕ ""ПСКОВСКИЙ КООПЕРАТИВНЫЙ ТЕХНИКУМ""","ПОЧУ ""ПСКОВСКИЙ КООПЕРАТИВНЫЙ ТЕХНИКУМ""",1026000958994,1
"ПЕТРОЗАВОДСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СОЦИАЛЬНОЙ ПОМОЩИ ""БЕРЕГИНЯ""","ПООСП ""БЕРЕГИНЯ""",1141000000404,1
ФОНД ИССЛЕДОВАНИЙ И ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ СЕТЧАТКИ ГЛАЗА,ФОНД ИССЛЕДОВАНИЙ И ЛЕЧЕНИЯ ЗАБОЛЕВАНИЙ СЕТЧАТКИ ГЛАЗА,1177700004140,2
"МИЛЬКОВСКАЯ РАЙОННАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПО ЗАЩИТЕ БЕЗДОМНЫХ ЖИВОТНЫХ ""ЧЕТЫРЕ ЛАПЫ""","МРОО ""ЧЕТЫРЕ ЛАПЫ""",1174101010060,9
"КАРЕЛЬСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ НАСТОЛЬНОГО ТЕННИСА КАРЕЛИИ""","КРОО ""ФЕДЕРАЦИЯ НАСТОЛЬНОГО ТЕННИСА КАРЕЛИИ""",1071000001709,2
"КОМИ РЕСПУБЛИКАНСКАЯ СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ ТЯЖЕЛОЙ АТЛЕТИКИ РЕСПУБЛИКИ КОМИ""",ФТА-РК,1141100000315,2
МЕСТНАЯ РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ ПРАВОСЛАВНЫЙ ПРИХОД ХРАМА ПРЕПОДОБНОГО ИЛИИ МУРОМЦА П. ПРИАРГУНСК ЗАБАЙКАЛЬСКОГО КРАЯ НЕРЧИНСКОЙ ЕПАРХИИ РУССКОЙ ПРАВОСЛАВНОЙ ЦЕРКВИ (МОСКОВСКИЙ ПАТРИАРХАТ),,1147500000438,9
"АССОЦИАЦИЯ ""НИЖЕГОРОДСКИЙ КУЛЬТУРНЫЙ ЦЕНТР ""НОВЫЙ АКРОПОЛЬ""","АССОЦИАЦИЯ ""НКЦ ""НОВЫЙ АКРОПОЛЬ""",1045207446943,7
"МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ТЕРРИТОРИАЛЬНОЕ ОБЩЕСТВЕННОЕ САМОУПРАВЛЕНИЕ ""ЗЕЛЕНЫЙ ДОЛ"" ЗЕЛЕНОДОЛЬСКОГО МУНИЦИПАЛЬНОГО РАЙОНА","МОО ""ТОС ""ЗЕЛЕНЫЙ ДОЛ"" ЗМР",1151600000089,7
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ СОЦИАЛЬНО-ПРОСВЕТИТЕЛЬСКАЯ ОРГАНИЗАЦИЯ ""ТВОЙ ПУТЬ"" РЕСПУБЛИКИ МАРИЙ ЭЛ","РОСПО ""ТВОЙ ПУТЬ"" РМЭ",1171215008788,3
"КОСТРОМСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОМОЩИ ЖИВОТНЫМ ""ПРАВО НА ЖИЗНЬ""","КРОО ""ПРАВО НА ЖИЗНЬ""",1134400000580,9
"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ТЕРРИТОРИАЛЬНОЕ ОБЩЕСТВЕННОЕ САМОУПРАВЛЕНИЕ ""СУРСКИЕ ВЕРШИНЫ"" СЕЛА СУРСКИЕ ВЕРШИНЫ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ""ЛЕНИНСКОЕ ГОРОДСКОЕ ПОСЕЛЕНИЕ"" БАРЫШСКОГО РАЙОНА УЛЬЯНОВСКОЙ ОБЛАСТИ","ТОС ""СУРСКИЕ ВЕРШИНЫ""",1197325012774,9
"МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СПОРТИВНАЯ ФЕДЕРАЦИЯ КОРЭШ И БОРЬБЫ НА ПОЯСАХ МУНИЦИПАЛЬНОГО РАЙОНА БЕЛОРЕЦКИЙ РАЙОН РЕСПУБЛИКИ БАШКОРТОСТАН""","МОО ""СПОРТИВНАЯ ФЕДЕРАЦИЯ КОРЭШ И БОРЬБЫ НА ПОЯСАХ МУНИЦИПАЛЬНОГО РАЙОНА БЕЛОРЕЦКИЙ РАЙОН РБ""",1150280005590,2
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОДДЕРЖКИ ВОСПИТАННИКОВ ГБУ ЦССВ ""МОЛОДАЯ ГВАРДИЯ""","ФОНД ""МОЛОДАЯ ГВАРДИЯ""",1167700064564,3
"БРЯНСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ИССЛЕДОВАТЕЛЬСКИЙ И ПРОСВЕТИТЕЛЬСКИЙ ЦЕНТР ""ВЕКЪ""","БРОО ""ИПЦ ""ВЕКЪ""",1193256004534,7
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ И ТРУДОВОЙ ИНТЕГРАЦИИ ГРАЖДАН ""ТРУД""","АНО ""ЦДПОИТИГ ""ТРУД""",1187232010283,1
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ПОТРЕБИТЕЛЕЙ ""СОЮЗ ПОТРЕБИТЕЛЕЙ МОСКОВСКОЙ ОБЛАСТИ""","РООП ""СПМО""",1145000005611,8
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""АЛЬЯНС БЛАГОУСТРОЙСТВА СТРАНЫ""",АЛЬЯНС БЛАГОУСТРОЙСТВА СТРАНЫ,1177325001985,9
"МОСКОВСКАЯ ОБЛАСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""СПОРТИВНО-ПАТРИОТИЧЕСКИЙ КЛУБ ""ЯРОПОЛК""","СПОРТИВНО-ПАТРИОТИЧЕСКИЙ КЛУБ ""ЯРОПОЛК""",1135000001795,4
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ТЯЖЕЛОБОЛЬНЫМ ДЕТЯМ, СИРОТАМ И ИНВАЛИДАМ ""РУСФОНД""",,1097799029580,2
"РЕГИОНАЛЬНОЕ ОТДЕЛЕНИЕ ОБЩЕРОССИЙСКОЙ ОБЩЕСТВЕННОЙ ОРГАНИЗАЦИИ ""СОЮЗ ДИЗАЙНЕРОВ РОССИИ"" ПО РЕСПУБЛИКЕ БАШКОРТОСТАН","РО ООО ""СОЮЗ ДИЗАЙНЕРОВ РОССИИ"" ПО РБ",1030200027934,6
"ЛИПЕЦКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ РАЗВИТИЮ И ПОДДЕРЖКЕ МОЛДАВСКОЙ КУЛЬТУРЫ ""РОДИНА""","ЛРОО ""РОДИНА""",1174827016594,10
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ СОДЕЙСТВИЯ СОЦИАЛЬНОМУ ОБЕСПЕЧЕНИЮ НАСЕЛЕНИЯ ""ВАША СИДЕЛКА""","АНО ""ВАША СИДЕЛКА""",1160280083193,1
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ПРАВОВОЙ ПОМОЩИ ""ПОВЕРЕННЫЙ""","АНО ""ЦПП ""ПОВЕРЕННЫЙ""",1162300052870,8
ОБЩЕСТВЕННАЯ НОВОСИБИРСКАЯ РЕГИОНАЛЬНАЯ ОРГАНИЗАЦИЯ ПРОФСОЮЗА СИБИРСКОГО ОТДЕЛЕНИЯ РОССИЙСКОЙ АКАДЕМИИ НАУК,,1025400004354,2
СЕВЕРОДВИНСКАЯ МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ С ПОТЕРЕЙ СЛУХА,,1032902532915,2
"МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ТЕРРИТОРИАЛЬНОЕ ОБЩЕСТВЕННОЕ САМОУПРАВЛЕНИЕ ""НОВОМАСЛОВСКАЯ СЛОБОДА"" СЕЛА НОВАЯ МАСЛОВКА ЕЗДОЧЕНСКОГО СЕЛЬСКОГО ПОСЕЛЕНИЯ МУНИЦИПАЛЬНОГО РАЙОНА ""ЧЕРНЯНСКИЙ РАЙОН"" БЕЛГОРОДСКОЙ ОБЛАСТИ","ТОС ""НОВОМАСЛОВСКАЯ СЛОБОДА""",1183100000280,2
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР СОДЕЙСТВИЯ РАЗВИТИЮ, СОХРАНЕНИЮ КУЛЬТУРЫ И ИСКУССТВА РЕСПУБЛИКИ АЛТАЙ ИМЕНИ Б. У. УКАЧИНА""","АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦСРСКИ РА ИМЕНИ Б. У. УКАЧИНА""",1180400002265,6
"ИВАНОВСКАЯ ГОРОДСКАЯ ФИЗКУЛЬТУРНО-СПОРТИВНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ ЧИР СПОРТА""","ИГФСОО ""ФЕДЕРАЦИЯ ЧИР СПОРТА""",1093700000041,2
"ТЮМЕНСКАЯ ГОРОДСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ИНВАЛИДОВ ПО ОНКОЛОГИЧЕСКОМУ ЗАБОЛЕВАНИЮ ""ЗАБОТА""","ТГОО ИОЗ ""ЗАБОТА""",1087200001437,1
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""СТУДЕНЧЕСКИЙ ДОБРОВОЛЬЧЕСКИЙ ЦЕНТР УНИВЕРСИТЕТА ИТМО""","АНО ""СДЦ УНИВЕРСИТЕТА ИТМО""",1147800002613,12
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ЭКО-ТУРИСТИЧЕСКИЙ ПРОЕКТ ""НЕСКУЧНЫЙ ДЕНЬ""","АНО ""НЕСКУЧНЫЙ ДЕНЬ""",1193600000527,9
"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ РАЗВИТИЯ НАРОДНЫХ ХУДОЖЕСТВЕННО-ПРИКЛАДНЫХ РЕМЕСЕЛ ""ГОРОД МАСТЕРОВ"" РЕСПУБЛИКИ КАЛМЫКИЯ","""ГОРОД МАСТЕРОВ""",1140800000824,6
"АССОЦИАЦИЯ СЕЛЬСКОХОЗЯЙСТВЕННЫХ ТОВАРОПРОИЗВОДИТЕЛЕЙ ""ВКУСНО, ЧИСТО, ЧЕСТНО""","АСТ ""ВЧЧ""",1199112014980,2
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ АВТОМОБИЛЬНОГО СПОРТА ВОРОНЕЖСКОЙ ОБЛАСТИ""","РОО ""ФАСВО""",1063600017359,5
"ГРАХОВСКАЯ РАЙОННАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ГРАЖДАНСКО-ПАТРИОТИЧЕСКОГО ВОСПИТАНИЯ ""ИСТОКИ""","ГРООГПВ ""ИСТОКИ""",1181832008049,2
"ЧАСТНОЕ УЧРЕЖДЕНИЕ ИНФОРМАЦИОННО-КОНСУЛЬТАЦИОННЫЙ ЦЕНТР ""МАСТЕР-КЛАСС КОНСАЛТ""","ЧАСТНОЕ УЧРЕЖДЕНИЕ ИНФОРМАЦИОННО-КОНСУЛЬТАЦИОННЫЙ ЦЕНТР ""МАСТЕР-КЛАСС КОНСАЛТ""",1177000100529,5
"НАЦИОНАЛЬНАЯ АССОЦИАЦИЯ РЕСТОРАТОРОВ, ОТЕЛЬЕРОВ И ТУРИЗМА ""АССОЦИАЦИЯ ГОСТЕПРИИМСТВА РЕСПУБЛИКИ САХА (ЯКУТИЯ)""","НАЦИОНАЛЬНАЯ АССОЦИАЦИЯ РЕСТОРАТОРОВ, ОТЕЛЬЕРОВ И ТУРИЗМА ""АССОЦИАЦИЯ ГОСТЕПРИИМСТВА РС (Я)""",1131400000082,6
"ОБЩЕОБРАЗОВАТЕЛЬНАЯ АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ВАТАН""","ОАНО ""ВАТАН""",1180571009211,5
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ТВОРЧЕСКАЯ МАСТЕРСКАЯ ""А3""","АНО ""ТВОРЧЕСКАЯ МАСТЕРСКАЯ ""А3""",1034205010905,6
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ЦЕНТР ПО РЕШЕНИЮ ЭКОЛОГИЧЕСКИХ ПРОБЛЕМ ПУТЕМ ОЧИСТКИ ОТ ВРЕДНЫХ ВЫБРОСОВ И ВОССТАНОВЛЕНИЯ КИСЛОРОДА ""ИНЖЕНЕРНАЯ ЭКОЛОГИЯ""","АНО ЦЕНТР ПО РЕШЕНИЮ ЭКОЛОГИЧЕСКИХ ПРОБЛЕМ ПУТЕМ ОЧИСТКИ ОТ ВРЕДНЫХ ВЫБРОСОВ И ВОССТАНОВЛЕНИЯ КИСЛОРОДА ""ИНЖЕНЕРНАЯ ЭКОЛОГИЯ""",1176234026110,9
"ТАГАНРОГСКАЯ ГОРОДСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ РОДИТЕЛЕЙ ДЕТЕЙ-ИНВАЛИДОВ И ИНВАЛИДОВ С ДЕТСТВА ""МЫ ЕСТЬ""","ТГООРДИИД ""МЫ ЕСТЬ""",1136100006140,1
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПО СОДЕЙСТВИЮ В ПРИРОДООБУСТРОЙСТВЕ И ЗАЩИТЕ ОКРУЖАЮЩЕЙ СРЕДЫ ""ЭКОЛОГИЧЕСКИЕ ИНВЕСТИЦИИ""","АНО ""ЭКОЛОГИЧЕСКИЕ ИНВЕСТИЦИИ""",1157700001260,4
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ КУЛЬТУРНО-ТУРИСТИЧЕСКИЙ ЦЕНТР ""ПОЛОВИНКА ЮГРЫ""","АНО КТЦ ""ПОЛОВИНКА ЮГРЫ""",1188600000324,2
"МЕСТНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ КРАСНОЗЕРСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ ПО ПОДДЕРЖКЕ ОБЩЕСТВЕННЫХ ИНИЦИАТИВ ""КООРДИНАЦИОННЫЙ СОВЕТ ЖЕНЩИН""",МОО КСЖ КРАСНОЗЕРСКОГО РАЙОНА,1185476094165,3
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""СОЦИАЛЬНЫЕ ИНИЦИАТИВЫ""","АНО ""СОЦИАЛЬНЫЕ ИНИЦИАТИВЫ""",1181101001620,2
"МОРДОВСКАЯ РЕСПУБЛИКАНСКАЯ СПОРТИВНАЯ МОЛОДЕЖНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ОГАРЁВЕЦ""","МРСМОО ""ОГАРЁВЕЦ""",1131300000985,2
"ЧАСТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ ""ЭЛИТ-ФИТНЕС""","ЧОУ ДПО ""ЭЛИТ-ФИТНЕС""",1165958090022,2
"ЧАСТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""УЧЕБНЫЙ ЦЕНТР-ПРОФЕССИОНАЛ""","ЧПОУ ""УЧЕБНЫЙ ЦЕНТР-ПРОФЕССИОНАЛ""",1097500000652,1
"АССОЦИАЦИЯ ""АВТОРСКОЕ АГЕНТСТВО ""НОВЫЕ СОЦИАЛЬНЫЕ И ПЕДАГОГИЧЕСКИЕ ТЕХНОЛОГИИ""","ААА ""НСПТ""",1084000000226,7
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ФИЗИЧЕСКОГО РАЗВИТИЯ И СПОРТИВНОГО ВОСПИТАНИЯ ДЕТЕЙ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ""","АНО ""ФРИС""",1161690111692,2
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ СОЦИАЛЬНОЙ АДАПТАЦИИ ""МАЯК""","АНОСА ""МАЯК""",1180327011017,1
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ КУЛЬТУРНОГО ПРОСВЕЩЕНИЯ НАСЕЛЕНИЯ ""РАЗВИТИЕ ЭКОНОМИКИ ЗНАНИЙ""","АНО ""РАЗВИТИЕ ЭКОНОМИКИ ЗНАНИЙ""",1157700006727,5
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ РЕСУРСНЫЙ ЦЕНТР ПОДДЕРЖКИ ПРОДВИЖЕНИЯ И РАЗВИТИЯ ИНФОРМАЦИОННОГО ОБЩЕСТВА ""СОДЕЙСТВИЕ""","АНО РЕСУРСНЫЙ ЦЕНТР ""СОДЕЙСТВИЕ""",1187000000142,1
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР СОДЕЙСТВИЯ ПОПУЛЯРИЗАЦИИ АНТИЧНОЙ ИСТОРИИ КАВКАЗА И КРЫМА ""БОСПОР""","АНО ""ЦЕНТР СОДЕЙСТВИЯ ПОПУЛЯРИЗАЦИИ АНТИЧНОЙ ИСТОРИИ КАВКАЗА И КРЫМА ""БОСПОР""",1187700003480,6
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ СКАНДИНАВСКОЙ ХОДЬБЫ УДМУРТИИ""","РОО ""ФЕДЕРАЦИЯ СКАНДИНАВСКОЙ ХОДЬБЫ УДМУРТИИ""",1161832073380,2
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПОМОЩИ ЛЮДЯМ С ОГРАНИЧЕННЫМИ ВОЗМОЖНОСТЯМИ ЗДОРОВЬЯ ""МАСТЕРСКАЯ ДОБРЫХ ДЕЛ""","АНО ""МАСТЕРСКАЯ ДОБРЫХ ДЕЛ""",1182724026132,3
"ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""КРАЕВОЙ АЭРОКЛУБ СТАВРОПОЛЬСКОГО ПРЕЗИДЕНТСКОГО КАДЕТСКОГО УЧИЛИЩА""","ОО ""КАСПКУ""",1152651003636,7
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ДЕТЯМ ИНВАЛИДАМ ""БЛАГОБИЗНЕС""","БФ ""БЛАГОБИЗНЕС""",1180571000070,3
"ТЕРРИТОРИАЛЬНОЕ ОБЩЕСТВЕННОЕ САМОУПРАВЛЕНИЕ ""ХВАЛЫНКА""","ТОС ""ХВАЛЫНКА""",1133400000360,6
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ СТУДЕНЧЕСКИЙ СПОРТИВНЫЙ СОЮЗ ТВЕРСКОЙ ОБЛАСТИ ""БУРЕВЕСТНИК""","РОО СТУДЕНЧЕСКИЙ СПОРТИВНЫЙ СОЮЗ ТВЕРСКОЙ ОБЛАСТИ ""БУРЕВЕСТНИК""",1136900001369,2
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ МОЛОДЕЖИ ""ИНСТИТУТ ПРОЕКТНЫХ ИНИЦИАТИВ""","АНО ""ИПИ""",1188600001281,7
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПРОДВИЖЕНИЯ ТВОРЧЕСКИХ И КУЛЬТУРНЫХ ИНИЦИАТИВ И СОХРАНЕНИЯ КУЛЬТУРНОГО НАСЛЕДИЯ ""ТВОРИТЬ. ЛЮБИТЬ. ДАРИТЬ""","АНО ""ТВОРИТЬ. ЛЮБИТЬ. ДАРИТЬ""",1183328007026,6
"РЕСПУБЛИКАНСКАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ЗЕМЛЯЧЕСТВО ""БАРГУЗИН""","ЗЕМЛЯЧЕСТВО ""БАРГУЗИН""",1020300006880,6
"ВЛАДИМИРСКАЯ РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ РАЗВИТИЯ ДОБРОВОЛЬЧЕСТВА И ДОБРОВОЛЬЧЕСКОЙ КУЛЬТУРЫ ""РЕГИОНАЛЬНОЕ ДОБРОВОЛЬЧЕСКОЕ ОБЩЕСТВО""","ВРОО ""РДО""",1193328009907,1
"ПОТРЕБИТЕЛЬСКОЕ ОБЩЕСТВО ""МЕРИДИАН""","ПО ""МЕРИДИАН""",1159204006532,3
"АССОЦИАЦИЯ ПО СОДЕЙСТВИЮ РАЗВИТИЯ ОБУЧЕНИЯ ПРЕДПРИНИМАТЕЛЬСТВУ ""НАЦИОНАЛЬНАЯ АССОЦИАЦИЯ ОБУЧЕНИЯ ПРЕДПРИНИМАТЕЛЬСТВУ (РАОП)""",НАЦИОНАЛЬНАЯ АССОЦИАЦИЯ ОБУЧЕНИЯ ПРЕДПРИНИМАТЕЛЬСТВУ (РАОП),1087800006876,5
"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""КРАСНОЯРСКАЯ МОЛОДЕЖНАЯ ОРГАНИЗАЦИЯ ПОДДЕРЖКИ И РАЗВИТИЯ СПОРТИВНО-ТВОРЧЕСКИХ И ИННОВАЦИОННЫХ ПРОЕКТОВ ""ПАРАЛЛЕЛЬ""","АНО ""КМОПРСТИП ""ПАРАЛЛЕЛЬ""",1152468012454,1
"РЕГИОНАЛЬНАЯ ОБЩЕСТВЕННАЯ ОРГАНИЗАЦИЯ ""ФЕДЕРАЦИЯ ШАХМАТ МОСКОВСКОЙ ОБЛАСТИ""","""ФЕДЕРАЦИЯ ШАХМАТ МОСКОВСКОЙ ОБЛАСТИ""",1105000002315,5
СЕВАСТОПОЛЬСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЮРИЯ РОЗУМА,ФОНД ЮРИЯ РОЗУМА,1189204006760,6
"ЧАСТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ""ИЗУМРУДНЫЙ ГОРОД""","ЧДОУ ""ИЗУМРУДНЫЙ ГОРОД""",1132700001499,1
"АССОЦИАЦИЯ МЕЖДУНАРОДНОГО СОЦИАЛЬНО-КУЛЬТУРНОГО СОТРУДНИЧЕСТВА ОБЩЕСТВОВЕДОВ ""НАШ МИР""","АМСКСО ""НАШ МИР""",1036165012861,7
